YEAR,WEEK,REGION,INFREL
1988,11,KyivCity,10
1988,12,KyivCity,17
1988,13,KyivCity,21
1988,14,KyivCity,12
1988,15,KyivCity,18
1988,16,KyivCity,17
1988,17,KyivCity,6
1988,18,KyivCity,3
1988,19,KyivCity,9
1988,20,KyivCity,7
1988,21,KyivCity,8
1988,22,KyivCity,3
1988,23,KyivCity,4
1988,24,KyivCity,3
1988,25,KyivCity,2
1988,26,KyivCity,0
1988,27,KyivCity,3
1988,28,KyivCity,0
1988,29,KyivCity,2
1988,30,KyivCity,4
1988,31,KyivCity,2
1988,32,KyivCity,0
1988,33,KyivCity,0
1988,34,KyivCity,4
1988,35,KyivCity,0
1988,36,KyivCity,6
1988,37,KyivCity,6
1988,38,KyivCity,15
1988,39,KyivCity,12
1988,40,KyivCity,13
1988,41,KyivCity,16
1988,42,KyivCity,14
1988,43,KyivCity,19
1988,44,KyivCity,24
1988,45,KyivCity,19
1988,46,KyivCity,18
1988,47,KyivCity,11
1988,48,KyivCity,14
1988,49,KyivCity,9
1988,50,KyivCity,11
1988,51,KyivCity,5
1988,52,KyivCity,5
1988,1,Luhansk,17
1988,2,Luhansk,14
1988,3,Luhansk,29
1988,4,Luhansk,46
1988,5,Luhansk,81
1988,6,Luhansk,96
1988,7,Luhansk,89
1988,8,Luhansk,79
1988,9,Luhansk,47
1988,10,Luhansk,25
1988,11,Luhansk,24
1988,12,Luhansk,33
1988,13,Luhansk,35
1988,14,Luhansk,32
1988,15,Luhansk,25
1988,16,Luhansk,22
1988,17,Luhansk,23
1988,18,Luhansk,15
1988,19,Luhansk,8
1988,20,Luhansk,7
1988,21,Luhansk,10
1988,22,Luhansk,6
1988,23,Luhansk,4
1988,24,Luhansk,6
1988,25,Luhansk,1
1988,26,Luhansk,0
1988,27,Luhansk,5
1988,28,Luhansk,0
1988,29,Luhansk,0
1988,30,Luhansk,0
1988,31,Luhansk,3
1988,32,Luhansk,6
1988,33,Luhansk,0
1988,34,Luhansk,2
1988,35,Luhansk,5
1988,36,Luhansk,12
1988,37,Luhansk,11
1988,38,Luhansk,17
1988,39,Luhansk,21
1988,40,Luhansk,28
1988,41,Luhansk,38
1988,42,Luhansk,34
1988,43,Luhansk,39
1988,44,Luhansk,45
1988,45,Luhansk,37
1988,46,Luhansk,37
1988,47,Luhansk,30
1988,48,Luhansk,24
1988,49,Luhansk,15
1988,50,Luhansk,12
1988,51,Luhansk,14
1988,52,Luhansk,11
1988,1,Lviv,16
1988,2,Lviv,18
1988,3,Lviv,25
1988,4,Lviv,43
1988,5,Lviv,69
1988,6,Lviv,76
1988,7,Lviv,73
1988,8,Lviv,69
1988,9,Lviv,44
1988,10,Lviv,23
1988,11,Lviv,25
1988,12,Lviv,26
1988,13,Lviv,23
1988,14,Lviv,24
1988,15,Lviv,24
1988,16,Lviv,23
1988,17,Lviv,16
1988,18,Lviv,15
1988,19,Lviv,5
1988,20,Lviv,11
1988,21,Lviv,1
1988,22,Lviv,7
1988,23,Lviv,4
1988,24,Lviv,4
1988,25,Lviv,2
1988,26,Lviv,0
1988,27,Lviv,0
1988,28,Lviv,0
1988,29,Lviv,1
1988,30,Lviv,1
1988,31,Lviv,5
1988,32,Lviv,0
1988,33,Lviv,5
1988,34,Lviv,3
1988,35,Lviv,9
1988,36,Lviv,7
1988,37,Lviv,10
1988,38,Lviv,15
1988,39,Lviv,21
1988,40,Lviv,27
1988,41,Lviv,33
1988,42,Lviv,24
1988,43,Lviv,35
1988,44,Lviv,35
1988,45,Lviv,36
1988,46,Lviv,31
1988,47,Lviv,28
1988,48,Lviv,22
1988,49,Lviv,12
1988,50,Lviv,12
1988,51,Lviv,10
1988,52,Lviv,12
1988,1,Mykolaiv,10
1988,2,Mykolaiv,14
1988,3,Mykolaiv,18
1988,4,Mykolaiv,26
1988,5,Mykolaiv,44
1988,6,Mykolaiv,51
1988,7,Mykolaiv,45
1988,8,Mykolaiv,36
1988,9,Mykolaiv,25
1988,10,Mykolaiv,14
1988,11,Mykolaiv,14
1988,12,Mykolaiv,10
1988,13,Mykolaiv,18
1988,14,Mykolaiv,13
1988,15,Mykolaiv,18
1988,16,Mykolaiv,12
1988,17,Mykolaiv,12
1988,18,Mykolaiv,10
1988,19,Mykolaiv,5
1988,20,Mykolaiv,7
1988,21,Mykolaiv,2
1988,22,Mykolaiv,1
1988,23,Mykolaiv,0
1988,24,Mykolaiv,0
1988,25,Mykolaiv,2
1988,26,Mykolaiv,2
1988,27,Mykolaiv,0
1988,28,Mykolaiv,1
1988,29,Mykolaiv,0
1988,30,Mykolaiv,0
1988,31,Mykolaiv,5
1988,32,Mykolaiv,4
1988,33,Mykolaiv,0
1988,34,Mykolaiv,0
1988,35,Mykolaiv,0
1988,36,Mykolaiv,1
1988,37,Mykolaiv,10
1988,38,Mykolaiv,15
1988,39,Mykolaiv,13
1988,40,Mykolaiv,11
1988,41,Mykolaiv,14
1988,42,Mykolaiv,12
1988,43,Mykolaiv,24
1988,44,Mykolaiv,22
1988,45,Mykolaiv,18
1988,46,Mykolaiv,19
1988,47,Mykolaiv,12
1988,48,Mykolaiv,13
1988,49,Mykolaiv,10
1988,50,Mykolaiv,12
1988,51,Mykolaiv,8
1988,52,Mykolaiv,4
1988,1,Odessa,16
1988,2,Odessa,14
1988,3,Odessa,25
1988,4,Odessa,41
1988,5,Odessa,77
1988,6,Odessa,86
1988,7,Odessa,87
1988,8,Odessa,70
1988,9,Odessa,42
1988,10,Odessa,27
1988,11,Odessa,25
1988,12,Odessa,27
1988,13,Odessa,27
1988,14,Odessa,23
1988,15,Odessa,28
1988,16,Odessa,25
1988,17,Odessa,16
1988,18,Odessa,11
1988,19,Odessa,13
1988,20,Odessa,10
1988,21,Odessa,4
1988,22,Odessa,9
1988,23,Odessa,6
1988,24,Odessa,0
1988,25,Odessa,5
1988,26,Odessa,0
1988,27,Odessa,1
1988,28,Odessa,3
1988,29,Odessa,0
1988,30,Odessa,4
1988,31,Odessa,1
1988,32,Odessa,0
1988,33,Odessa,7
1988,34,Odessa,3
1988,35,Odessa,8
1988,36,Odessa,9
1988,37,Odessa,11
1988,38,Odessa,18
1988,39,Odessa,21
1988,40,Odessa,29
1988,41,Odessa,27
1988,42,Odessa,33
1988,43,Odessa,33
1988,44,Odessa,35
1988,45,Odessa,32
1988,46,Odessa,31
1988,47,Odessa,27
1988,48,Odessa,21
1988,49,Odessa,15
1988,50,Odessa,16
1988,51,Odessa,16
1988,52,Odessa,5
1988,1,Poltava,6
1988,2,Poltava,5
1988,3,Poltava,12
1988,4,Poltava,17
1988,5,Poltava,31
1988,6,Poltava,45
1988,7,Poltava,39
1988,8,Poltava,30
1988,9,Poltava,22
1988,10,Poltava,7
1988,11,Poltava,10
1988,12,Poltava,17
1988,13,Poltava,19
1988,14,Poltava,14
1988,15,Poltava,13
1988,16,Poltava,15
1988,17,Poltava,7
1988,18,Poltava,2
1988,19,Poltava,6
1988,20,Poltava,0
1988,21,Poltava,0
1988,22,Poltava,3
1988,23,Poltava,2
1988,24,Poltava,1
1988,25,Poltava,0
1988,26,Poltava,0
1988,27,Poltava,0
1988,28,Poltava,2
1988,29,Poltava,0
1988,30,Poltava,1
1988,31,Poltava,1
1988,32,Poltava,4
1988,33,Poltava,2
1988,34,Poltava,3
1988,35,Poltava,0
1988,36,Poltava,6
1988,37,Poltava,1
1988,38,Poltava,11
1988,39,Poltava,11
1988,40,Poltava,10
1988,41,Poltava,16
1988,42,Poltava,17
1988,43,Poltava,14
1988,44,Poltava,21
1988,45,Poltava,22
1988,46,Poltava,17
1988,47,Poltava,12
1988,48,Poltava,7
1988,49,Poltava,8
1988,50,Poltava,11
1988,51,Poltava,7
1988,52,Poltava,4
1988,1,Rivne,10
1988,2,Rivne,11
1988,3,Rivne,7
1988,4,Rivne,15
1988,5,Rivne,23
1988,6,Rivne,37
1988,7,Rivne,29
1988,8,Rivne,25
1988,9,Rivne,15
1988,10,Rivne,5
1988,11,Rivne,6
1988,12,Rivne,10
1988,13,Rivne,10
1988,14,Rivne,10
1988,15,Rivne,6
1988,16,Rivne,8
1988,17,Rivne,8
1988,18,Rivne,1
1988,19,Rivne,3
1988,20,Rivne,3
1988,21,Rivne,5
1988,22,Rivne,5
1988,23,Rivne,0
1988,24,Rivne,4
1988,25,Rivne,0
1988,26,Rivne,0
1988,27,Rivne,0
1988,28,Rivne,0
1988,29,Rivne,0
1988,30,Rivne,0
1988,31,Rivne,4
1988,32,Rivne,0
1988,33,Rivne,3
1988,34,Rivne,0
1988,35,Rivne,0
1988,36,Rivne,2
1988,37,Rivne,5
1988,38,Rivne,5
1988,39,Rivne,6
1988,40,Rivne,10
1988,41,Rivne,10
1988,42,Rivne,15
1988,43,Rivne,15
1988,44,Rivne,18
1988,45,Rivne,9
1988,46,Rivne,11
1988,47,Rivne,13
1988,48,Rivne,6
1988,49,Rivne,7
1988,50,Rivne,3
1988,51,Rivne,3
1988,52,Rivne,0
1988,1,Sumy,8
1988,2,Sumy,4
1988,3,Sumy,6
1988,4,Sumy,13
1988,5,Sumy,25
1988,6,Sumy,33
1988,7,Sumy,28
1988,8,Sumy,22
1988,9,Sumy,11
1988,10,Sumy,8
1988,11,Sumy,6
1988,12,Sumy,9
1988,13,Sumy,13
1988,14,Sumy,5
1988,15,Sumy,12
1988,16,Sumy,6
1988,17,Sumy,1
1988,18,Sumy,6
1988,19,Sumy,5
1988,20,Sumy,0
1988,21,Sumy,1
1988,22,Sumy,1
1988,23,Sumy,0
1988,24,Sumy,0
1988,25,Sumy,0
1988,26,Sumy,0
1988,27,Sumy,0
1988,28,Sumy,0
1988,29,Sumy,0
1988,30,Sumy,2
1988,31,Sumy,3
1988,32,Sumy,4
1988,33,Sumy,0
1988,34,Sumy,0
1988,35,Sumy,5
1988,36,Sumy,7
1988,37,Sumy,7
1988,38,Sumy,8
1988,39,Sumy,12
1988,40,Sumy,5
1988,41,Sumy,12
1988,42,Sumy,10
1988,43,Sumy,12
1988,44,Sumy,18
1988,45,Sumy,15
1988,46,Sumy,10
1988,47,Sumy,5
1988,48,Sumy,2
1988,49,Sumy,3
1988,50,Sumy,9
1988,51,Sumy,3
1988,52,Sumy,0
1988,1,Ternopil,10
1988,2,Ternopil,1
1988,3,Ternopil,11
1988,4,Ternopil,15
1988,5,Ternopil,28
1988,6,Ternopil,32
1988,7,Ternopil,25
1988,8,Ternopil,28
1988,9,Ternopil,19
1988,10,Ternopil,5
1988,11,Ternopil,4
1988,12,Ternopil,10
1988,13,Ternopil,10
1988,14,Ternopil,4
1988,15,Ternopil,4
1988,16,Ternopil,3
1988,17,Ternopil,2
1988,18,Ternopil,6
1988,19,Ternopil,0
1988,20,Ternopil,1
1988,21,Ternopil,1
1988,22,Ternopil,0
1988,23,Ternopil,4
1988,24,Ternopil,0
1988,25,Ternopil,0
1988,26,Ternopil,3
1988,27,Ternopil,0
1988,28,Ternopil,1
1988,29,Ternopil,0
1988,30,Ternopil,4
1988,31,Ternopil,3
1988,32,Ternopil,0
1988,33,Ternopil,0
1988,34,Ternopil,3
1988,35,Ternopil,0
1988,36,Ternopil,5
1988,37,Ternopil,0
1988,38,Ternopil,3
1988,39,Ternopil,6
1988,40,Ternopil,7
1988,41,Ternopil,9
1988,42,Ternopil,5
1988,43,Ternopil,12
1988,44,Ternopil,13
1988,45,Ternopil,9
1988,46,Ternopil,13
1988,47,Ternopil,8
1988,48,Ternopil,8
1988,49,Ternopil,5
1988,50,Ternopil,9
1988,51,Ternopil,0
1988,52,Ternopil,4
1988,1,Vinnytsia,11
1988,2,Vinnytsia,5
1988,3,Vinnytsia,18
1988,4,Vinnytsia,20
1988,5,Vinnytsia,40
1988,6,Vinnytsia,44
1988,7,Vinnytsia,41
1988,8,Vinnytsia,41
1988,9,Vinnytsia,19
1988,10,Vinnytsia,9
1988,11,Vinnytsia,16
1988,12,Vinnytsia,14
1988,13,Vinnytsia,19
1988,14,Vinnytsia,15
1988,15,Vinnytsia,8
1988,16,Vinnytsia,10
1988,17,Vinnytsia,9
1988,18,Vinnytsia,9
1988,19,Vinnytsia,8
1988,20,Vinnytsia,0
1988,21,Vinnytsia,7
1988,22,Vinnytsia,4
1988,23,Vinnytsia,0
1988,24,Vinnytsia,5
1988,25,Vinnytsia,0
1988,26,Vinnytsia,0
1988,27,Vinnytsia,3
1988,28,Vinnytsia,0
1988,29,Vinnytsia,3
1988,30,Vinnytsia,0
1988,31,Vinnytsia,2
1988,32,Vinnytsia,1
1988,33,Vinnytsia,0
1988,34,Vinnytsia,0
1988,35,Vinnytsia,5
1988,36,Vinnytsia,8
1988,37,Vinnytsia,5
1988,38,Vinnytsia,14
1988,39,Vinnytsia,16
1988,40,Vinnytsia,16
1988,41,Vinnytsia,13
1988,42,Vinnytsia,17
1988,43,Vinnytsia,14
1988,44,Vinnytsia,20
1988,45,Vinnytsia,19
1988,46,Vinnytsia,18
1988,47,Vinnytsia,11
1988,48,Vinnytsia,9
1988,49,Vinnytsia,12
1988,50,Vinnytsia,4
1988,51,Vinnytsia,9
1988,52,Vinnytsia,7
1988,1,Volyn,1
1988,2,Volyn,9
1988,3,Volyn,7
1988,4,Volyn,17
1988,5,Volyn,20
1988,6,Volyn,34
1988,7,Volyn,28
1988,8,Volyn,24
1988,9,Volyn,17
1988,10,Volyn,3
1988,11,Volyn,5
1988,12,Volyn,12
1988,13,Volyn,7
1988,14,Volyn,10
1988,15,Volyn,9
1988,16,Volyn,5
1988,17,Volyn,7
1988,18,Volyn,1
1988,19,Volyn,0
1988,20,Volyn,6
1988,21,Volyn,0
1988,22,Volyn,0
1988,23,Volyn,0
1988,24,Volyn,1
1988,25,Volyn,3
1988,26,Volyn,0
1988,27,Volyn,2
1988,28,Volyn,1
1988,29,Volyn,0
1988,30,Volyn,4
1988,31,Volyn,0
1988,32,Volyn,0
1988,33,Volyn,5
1988,34,Volyn,4
1988,35,Volyn,0
1988,36,Volyn,6
1988,37,Volyn,4
1988,38,Volyn,8
1988,39,Volyn,5
1988,40,Volyn,4
1988,41,Volyn,15
1988,42,Volyn,5
1988,43,Volyn,15
1988,44,Volyn,8
1988,45,Volyn,13
1988,46,Volyn,11
1988,47,Volyn,8
1988,48,Volyn,7
1988,49,Volyn,9
1988,50,Volyn,1
1988,51,Volyn,0
1988,52,Volyn,0
1988,1,Zakarpattia,5
1988,2,Zakarpattia,7
1988,3,Zakarpattia,12
1988,4,Zakarpattia,16
1988,5,Zakarpattia,27
1988,6,Zakarpattia,32
1988,7,Zakarpattia,32
1988,8,Zakarpattia,28
1988,9,Zakarpattia,21
1988,10,Zakarpattia,5
1988,11,Zakarpattia,5
1988,12,Zakarpattia,6
1988,13,Zakarpattia,16
1988,14,Zakarpattia,12
1988,15,Zakarpattia,15
1988,16,Zakarpattia,4
1988,17,Zakarpattia,6
1988,18,Zakarpattia,2
1988,19,Zakarpattia,4
1988,20,Zakarpattia,4
1988,21,Zakarpattia,3
1988,22,Zakarpattia,5
1988,23,Zakarpattia,1
1988,24,Zakarpattia,4
1988,25,Zakarpattia,0
1988,26,Zakarpattia,2
1988,27,Zakarpattia,0
1988,28,Zakarpattia,1
1988,29,Zakarpattia,0
1988,30,Zakarpattia,0
1988,31,Zakarpattia,0
1988,32,Zakarpattia,0
1988,33,Zakarpattia,2
1988,34,Zakarpattia,3
1988,35,Zakarpattia,0
1988,36,Zakarpattia,0
1988,37,Zakarpattia,6
1988,38,Zakarpattia,5
1988,39,Zakarpattia,14
1988,40,Zakarpattia,13
1988,41,Zakarpattia,10
1988,42,Zakarpattia,12
1988,43,Zakarpattia,12
1988,44,Zakarpattia,19
1988,45,Zakarpattia,11
1988,46,Zakarpattia,9
1988,47,Zakarpattia,6
1988,48,Zakarpattia,9
1988,49,Zakarpattia,3
1988,50,Zakarpattia,1
1988,51,Zakarpattia,2
1988,52,Zakarpattia,0
1988,1,Zaporizhzhia,14
1988,2,Zaporizhzhia,7
1988,3,Zaporizhzhia,18
1988,4,Zaporizhzhia,24
1988,5,Zaporizhzhia,52
1988,6,Zaporizhzhia,63
1988,7,Zaporizhzhia,58
1988,8,Zaporizhzhia,51
1988,9,Zaporizhzhia,25
1988,10,Zaporizhzhia,17
1988,11,Zaporizhzhia,17
1988,12,Zaporizhzhia,15
1988,13,Zaporizhzhia,16
1988,14,Zaporizhzhia,13
1988,15,Zaporizhzhia,15
1988,16,Zaporizhzhia,12
1988,17,Zaporizhzhia,9
1988,18,Zaporizhzhia,10
1988,19,Zaporizhzhia,3
1988,20,Zaporizhzhia,9
1988,21,Zaporizhzhia,0
1988,22,Zaporizhzhia,5
1988,23,Zaporizhzhia,0
1988,24,Zaporizhzhia,0
1988,25,Zaporizhzhia,0
1988,26,Zaporizhzhia,0
1988,27,Zaporizhzhia,1
1988,28,Zaporizhzhia,0
1988,29,Zaporizhzhia,0
1988,30,Zaporizhzhia,1
1988,31,Zaporizhzhia,2
1988,32,Zaporizhzhia,3
1988,33,Zaporizhzhia,2
1988,34,Zaporizhzhia,6
1988,35,Zaporizhzhia,3
1988,36,Zaporizhzhia,0
1988,37,Zaporizhzhia,5
1988,38,Zaporizhzhia,14
1988,39,Zaporizhzhia,16
1988,40,Zaporizhzhia,20
1988,41,Zaporizhzhia,16
1988,42,Zaporizhzhia,17
1988,43,Zaporizhzhia,24
1988,44,Zaporizhzhia,22
1988,45,Zaporizhzhia,27
1988,46,Zaporizhzhia,25
1988,47,Zaporizhzhia,18
1988,48,Zaporizhzhia,13
1988,49,Zaporizhzhia,10
1988,50,Zaporizhzhia,13
1988,51,Zaporizhzhia,4
1988,52,Zaporizhzhia,6
1988,1,Zhytomyr,9
1988,2,Zhytomyr,12
1988,3,Zhytomyr,15
1988,4,Zhytomyr,24
1988,5,Zhytomyr,36
1988,6,Zhytomyr,46
1988,7,Zhytomyr,43
1988,8,Zhytomyr,39
1988,9,Zhytomyr,21
1988,10,Zhytomyr,13
1988,11,Zhytomyr,15
1988,12,Zhytomyr,19
1988,13,Zhytomyr,20
1988,14,Zhytomyr,18
1988,15,Zhytomyr,11
1988,16,Zhytomyr,7
1988,17,Zhytomyr,7
1988,18,Zhytomyr,9
1988,19,Zhytomyr,6
1988,20,Zhytomyr,5
1988,21,Zhytomyr,5
1988,22,Zhytomyr,0
1988,23,Zhytomyr,4
1988,24,Zhytomyr,0
1988,25,Zhytomyr,0
1988,26,Zhytomyr,3
1988,27,Zhytomyr,1
1988,28,Zhytomyr,0
1988,29,Zhytomyr,2
1988,30,Zhytomyr,3
1988,31,Zhytomyr,2
1988,32,Zhytomyr,2
1988,33,Zhytomyr,0
1988,34,Zhytomyr,6
1988,35,Zhytomyr,0
1988,36,Zhytomyr,8
1988,37,Zhytomyr,7
1988,38,Zhytomyr,8
1988,39,Zhytomyr,13
1988,40,Zhytomyr,12
1988,41,Zhytomyr,15
1988,42,Zhytomyr,12
1988,43,Zhytomyr,24
1988,44,Zhytomyr,18
1988,45,Zhytomyr,23
1988,46,Zhytomyr,17
1988,47,Zhytomyr,14
1988,48,Zhytomyr,15
1988,49,Zhytomyr,9
1988,50,Zhytomyr,6
1988,51,Zhytomyr,4
1988,52,Zhytomyr,2
1989,1,AR Crimea,17
1989,2,AR Crimea,16
1989,3,AR Crimea,30
1989,4,AR Crimea,37
1989,5,AR Crimea,68
1989,6,AR Crimea,79
1989,7,AR Crimea,83
1989,8,AR Crimea,71
1989,9,AR Crimea,41
1989,10,AR Crimea,19
1989,11,AR Crimea,17
1989,12,AR Crimea,30
1989,13,AR Crimea,28
1989,14,AR Crimea,24
1989,15,AR Crimea,24
1989,16,AR Crimea,20
1989,17,AR Crimea,20
1989,18,AR Crimea,14
1989,19,AR Crimea,10
1989,20,AR Crimea,4
1989,21,AR Crimea,4
1989,22,AR Crimea,4
1989,23,AR Crimea,6
1989,24,AR Crimea,0
1989,25,AR Crimea,3
1989,26,AR Crimea,2
1989,27,AR Crimea,0
1989,28,AR Crimea,0
1989,29,AR Crimea,0
1989,30,AR Crimea,0
1989,31,AR Crimea,0
1989,32,AR Crimea,4
1989,33,AR Crimea,6
1989,34,AR Crimea,4
1989,35,AR Crimea,7
1989,36,AR Crimea,5
1989,37,AR Crimea,15
1989,38,AR Crimea,18
1989,39,AR Crimea,18
1989,40,AR Crimea,30
1989,41,AR Crimea,31
1989,42,AR Crimea,25
1989,43,AR Crimea,39
1989,44,AR Crimea,40
1989,45,AR Crimea,38
1989,46,AR Crimea,33
1989,47,AR Crimea,24
1989,48,AR Crimea,18
1989,49,AR Crimea,21
1989,50,AR Crimea,11
1989,51,AR Crimea,6
1989,52,AR Crimea,9
1989,1,Cherkasy,10
1989,2,Cherkasy,5
1989,3,Cherkasy,8
1989,4,Cherkasy,23
1989,5,Cherkasy,28
1989,6,Cherkasy,34
1989,7,Cherkasy,38
1989,8,Cherkasy,36
1989,9,Cherkasy,14
1989,10,Cherkasy,6
1989,11,Cherkasy,10
1989,12,Cherkasy,15
1989,13,Cherkasy,17
1989,14,Cherkasy,8
1989,15,Cherkasy,12
1989,16,Cherkasy,8
1989,17,Cherkasy,10
1989,18,Cherkasy,6
1989,19,Cherkasy,8
1989,20,Cherkasy,5
1989,21,Cherkasy,2
1989,22,Cherkasy,6
1989,23,Cherkasy,0
1989,24,Cherkasy,2
1989,25,Cherkasy,0
1989,26,Cherkasy,4
1989,27,Cherkasy,0
1989,28,Cherkasy,0
1989,29,Cherkasy,0
1989,30,Cherkasy,0
1989,31,Cherkasy,0
1989,32,Cherkasy,0
1989,33,Cherkasy,3
1989,34,Cherkasy,1
1989,35,Cherkasy,5
1989,36,Cherkasy,2
1989,37,Cherkasy,8
1989,38,Cherkasy,6
1989,39,Cherkasy,13
1989,40,Cherkasy,15
1989,41,Cherkasy,17
1989,42,Cherkasy,8
1989,43,Cherkasy,18
1989,44,Cherkasy,13
1989,45,Cherkasy,16
1989,46,Cherkasy,18
1989,47,Cherkasy,7
1989,48,Cherkasy,7
1989,49,Cherkasy,5
1989,50,Cherkasy,6
1989,51,Cherkasy,1
1989,52,Cherkasy,0
1989,1,Chernihiv,4
1989,2,Chernihiv,7
1989,3,Chernihiv,7
1989,4,Chernihiv,13
1989,5,Chernihiv,34
1989,6,Chernihiv,38
1989,7,Chernihiv,40
1989,8,Chernihiv,26
1989,9,Chernihiv,17
1989,10,Chernihiv,7
1989,11,Chernihiv,12
1989,12,Chernihiv,15
1989,13,Chernihiv,10
1989,14,Chernihiv,11
1989,15,Chernihiv,11
1989,16,Chernihiv,5
1989,17,Chernihiv,11
1989,18,Chernihiv,7
1989,19,Chernihiv,0
1989,20,Chernihiv,0
1989,21,Chernihiv,0
1989,22,Chernihiv,0
1989,23,Chernihiv,5
1989,24,Chernihiv,3
1989,25,Chernihiv,0
1989,26,Chernihiv,2
1989,27,Chernihiv,0
1989,28,Chernihiv,2
1989,29,Chernihiv,3
1989,30,Chernihiv,3
1989,31,Chernihiv,2
1989,32,Chernihiv,0
1989,33,Chernihiv,0
1989,34,Chernihiv,0
1989,35,Chernihiv,4
1989,36,Chernihiv,2
1989,37,Chernihiv,9
1989,38,Chernihiv,4
1989,39,Chernihiv,9
1989,40,Chernihiv,13
1989,41,Chernihiv,10
1989,42,Chernihiv,13
1989,43,Chernihiv,13
1989,44,Chernihiv,14
1989,45,Chernihiv,12
1989,46,Chernihiv,11
1989,47,Chernihiv,14
1989,48,Chernihiv,9
1989,49,Chernihiv,9
1989,50,Chernihiv,3
1989,51,Chernihiv,0
1989,52,Chernihiv,6
1989,1,Chernivtsi,8
1989,2,Chernivtsi,5
1989,3,Chernivtsi,3
1989,4,Chernivtsi,15
1989,5,Chernivtsi,13
1989,6,Chernivtsi,18
1989,7,Chernivtsi,23
1989,8,Chernivtsi,13
1989,9,Chernivtsi,13
1989,10,Chernivtsi,6
1989,11,Chernivtsi,9
1989,12,Chernivtsi,10
1989,13,Chernivtsi,9
1989,14,Chernivtsi,11
1989,15,Chernivtsi,4
1989,16,Chernivtsi,9
1989,17,Chernivtsi,7
1989,18,Chernivtsi,0
1989,19,Chernivtsi,5
1989,20,Chernivtsi,0
1989,21,Chernivtsi,1
1989,22,Chernivtsi,0
1989,23,Chernivtsi,3
1989,24,Chernivtsi,0
1989,25,Chernivtsi,4
1989,26,Chernivtsi,0
1989,27,Chernivtsi,0
1989,28,Chernivtsi,0
1989,29,Chernivtsi,0
1989,30,Chernivtsi,2
1989,31,Chernivtsi,0
1989,32,Chernivtsi,0
1989,33,Chernivtsi,0
1989,34,Chernivtsi,4
1989,35,Chernivtsi,5
1989,36,Chernivtsi,0
1989,37,Chernivtsi,7
1989,38,Chernivtsi,3
1989,39,Chernivtsi,5
1989,40,Chernivtsi,4
1989,41,Chernivtsi,6
1989,42,Chernivtsi,8
1989,43,Chernivtsi,12
1989,44,Chernivtsi,6
1989,45,Chernivtsi,11
1989,46,Chernivtsi,9
1989,47,Chernivtsi,8
1989,48,Chernivtsi,8
1989,49,Chernivtsi,2
1989,50,Chernivtsi,7
1989,51,Chernivtsi,3
1989,52,Chernivtsi,6
1989,1,Dnipropetrovsk,31
1989,2,Dnipropetrovsk,31
1989,3,Dnipropetrovsk,53
1989,4,Dnipropetrovsk,79
1989,5,Dnipropetrovsk,127
1989,6,Dnipropetrovsk,158
1989,7,Dnipropetrovsk,150
1989,8,Dnipropetrovsk,123
1989,9,Dnipropetrovsk,73
1989,10,Dnipropetrovsk,42
1989,11,Dnipropetrovsk,42
1989,12,Dnipropetrovsk,52
1989,13,Dnipropetrovsk,53
1989,14,Dnipropetrovsk,47
1989,15,Dnipropetrovsk,45
1989,16,Dnipropetrovsk,43
1989,17,Dnipropetrovsk,32
1989,18,Dnipropetrovsk,24
1989,19,Dnipropetrovsk,19
1989,20,Dnipropetrovsk,12
1989,21,Dnipropetrovsk,11
1989,22,Dnipropetrovsk,7
1989,23,Dnipropetrovsk,0
1989,24,Dnipropetrovsk,0
1989,25,Dnipropetrovsk,0
1989,26,Dnipropetrovsk,0
1989,27,Dnipropetrovsk,0
1989,28,Dnipropetrovsk,5
1989,29,Dnipropetrovsk,2
1989,30,Dnipropetrovsk,2
1989,31,Dnipropetrovsk,4
1989,32,Dnipropetrovsk,1
1989,33,Dnipropetrovsk,3
1989,34,Dnipropetrovsk,4
1989,35,Dnipropetrovsk,14
1989,36,Dnipropetrovsk,13
1989,37,Dnipropetrovsk,22
1989,38,Dnipropetrovsk,38
1989,39,Dnipropetrovsk,39
1989,40,Dnipropetrovsk,50
1989,41,Dnipropetrovsk,57
1989,42,Dnipropetrovsk,48
1989,43,Dnipropetrovsk,63
1989,44,Dnipropetrovsk,71
1989,45,Dnipropetrovsk,62
1989,46,Dnipropetrovsk,56
1989,47,Dnipropetrovsk,46
1989,48,Dnipropetrovsk,38
1989,49,Dnipropetrovsk,32
1989,50,Dnipropetrovsk,23
1989,51,Dnipropetrovsk,19
1989,52,Dnipropetrovsk,11
1989,1,Donetsk,41
1989,2,Donetsk,32
1989,3,Donetsk,53
1989,4,Donetsk,85
1989,5,Donetsk,148
1989,6,Donetsk,172
1989,7,Donetsk,172
1989,8,Donetsk,150
1989,9,Donetsk,91
1989,10,Donetsk,53
1989,11,Donetsk,43
1989,12,Donetsk,57
1989,13,Donetsk,65
1989,14,Donetsk,60
1989,15,Donetsk,52
1989,16,Donetsk,45
1989,17,Donetsk,42
1989,18,Donetsk,28
1989,19,Donetsk,13
1989,20,Donetsk,19
1989,21,Donetsk,10
1989,22,Donetsk,9
1989,23,Donetsk,9
1989,24,Donetsk,5
1989,25,Donetsk,2
1989,26,Donetsk,2
1989,27,Donetsk,2
1989,28,Donetsk,4
1989,29,Donetsk,2
1989,30,Donetsk,3
1989,31,Donetsk,5
1989,32,Donetsk,1
1989,33,Donetsk,2
